Source,Dataset,ID,Cycle,Chemistry,Profile,FSI,KI,DoD_%,T_avg_C,T_stress_norm,C_peak_norm,DCSS,RBF,CVI,SoH_%,Q_Ah,Health_Label
External,NASA_B0006,B0006,1,LiCoO2,CC,0.4919,0.1012,100.0,32.14,0.04,1.0078,0.2015,1.9905,0.226,100.0,2.0353,Healthy
External,NASA_B0006,B0006,2,LiCoO2,CC,0.4919,0.1014,100.0,32.29,0.04,1.0075,0.2019,1.9903,0.2314,99.5,2.0251,Healthy
External,NASA_B0006,B0006,3,LiCoO2,CC,0.492,0.1017,100.0,32.24,0.04,1.0072,0.2025,1.9899,0.2235,98.92,2.0133,Healthy
External,NASA_B0006,B0006,4,LiCoO2,CC,0.492,0.102,100.0,32.15,0.04,1.0071,0.203,1.9896,0.221,98.92,2.0133,Healthy
External,NASA_B0006,B0006,5,LiCoO2,CC,0.492,0.1019,100.0,32.07,0.04,1.007,0.2028,1.9895,0.235,98.29,2.0005,Healthy
External,NASA_B0006,B0006,6,LiCoO2,CC,0.492,0.1017,100.0,32.03,0.04,1.0076,0.2023,1.9901,0.2255,98.95,2.0139,Healthy
External,NASA_B0006,B0006,7,LiCoO2,CC,0.4919,0.1016,100.0,32.11,0.04,1.0073,0.2022,1.9901,0.236,98.91,2.0131,Healthy
External,NASA_B0006,B0006,8,LiCoO2,CC,0.4884,0.1028,98.44,32.11,0.04,1.0073,0.2045,1.9891,0.2269,96.73,1.9688,Healthy
External,NASA_B0006,B0006,9,LiCoO2,CC,0.4884,0.1029,98.41,32.04,0.04,1.0075,0.2047,1.9892,0.2226,96.7,1.9682,Healthy
External,NASA_B0006,B0006,10,LiCoO2,CC,0.4871,0.103,97.86,32.0,0.04,1.0078,0.2049,1.9892,0.2403,96.16,1.9572,Healthy
External,NASA_B0006,B0006,11,LiCoO2,CC,0.4856,0.1033,97.28,31.87,0.04,1.007,0.2055,1.9891,0.2288,95.59,1.9456,Healthy
External,NASA_B0006,B0006,12,LiCoO2,CC,0.4844,0.1039,96.74,32.12,0.04,1.0067,0.2066,1.9888,0.2245,95.06,1.9348,Healthy
External,NASA_B0006,B0006,13,LiCoO2,CC,0.4832,0.1042,96.16,32.11,0.04,1.0074,0.2073,1.9887,0.2216,94.49,1.9233,Healthy
External,NASA_B0006,B0006,14,LiCoO2,CC,0.4817,0.1042,95.59,31.99,0.04,1.0072,0.2072,1.9887,0.2299,93.93,1.9119,Healthy
External,NASA_B0006,B0006,15,LiCoO2,CC,0.4804,0.1044,95.05,31.88,0.04,1.0072,0.2077,1.9888,0.2404,93.4,1.9011,Healthy
External,NASA_B0006,B0006,16,LiCoO2,CC,0.479,0.1046,94.46,31.77,0.04,1.0073,0.208,1.9886,0.2445,92.82,1.8892,Healthy
External,NASA_B0006,B0006,17,LiCoO2,CC,0.4779,0.105,93.91,31.79,0.04,1.008,0.209,1.9885,0.229,92.28,1.8783,Healthy
External,NASA_B0006,B0006,18,LiCoO2,CC,0.4765,0.1053,93.38,31.83,0.04,1.0072,0.2094,1.9884,0.2363,91.76,1.8676,Healthy
External,NASA_B0006,B0006,19,LiCoO2,CC,0.4838,0.1292,93.38,31.89,0.04,1.008,0.2555,1.9775,0.2325,91.76,1.8676,Healthy
External,NASA_B0006,B0006,20,LiCoO2,CC,0.4902,0.1024,98.98,31.51,0.04,1.0101,0.2039,1.9892,0.2367,97.26,1.9796,Healthy
External,NASA_B0006,B0006,21,LiCoO2,CC,0.487,0.1031,97.88,31.87,0.04,1.0071,0.2051,1.989,0.2258,96.18,1.9575,Healthy
External,NASA_B0006,B0006,22,LiCoO2,CC,0.4856,0.1033,97.29,31.54,0.04,1.007,0.2055,1.9887,0.2346,95.6,1.9458,Healthy
External,NASA_B0006,B0006,23,LiCoO2,CC,0.4832,0.1039,96.21,31.22,0.04,1.0074,0.2067,1.9886,0.2276,94.54,1.9242,Healthy
External,NASA_B0006,B0006,24,LiCoO2,CC,0.4857,0.1036,97.3,31.12,0.04,1.0068,0.2059,1.9886,0.2275,95.61,1.946,Healthy
External,NASA_B0006,B0006,25,LiCoO2,CC,0.4805,0.1047,95.07,31.03,0.04,1.0072,0.2082,1.9881,0.2207,93.42,1.9014,Healthy
External,NASA_B0006,B0006,26,LiCoO2,CC,0.4848,0.1286,93.93,31.0,0.04,1.0069,0.2544,1.9773,0.2476,92.3,1.8787,Healthy
External,NASA_B0006,B0006,27,LiCoO2,CC,0.4845,0.1291,93.42,30.92,0.04,1.0111,0.2552,1.9772,0.235,91.79,1.8683,Healthy
External,NASA_B0006,B0006,28,LiCoO2,CC,0.4888,0.1494,92.8,30.93,0.04,1.0098,0.2937,1.966,0.2406,91.19,1.856,Healthy
External,NASA_B0006,B0006,29,LiCoO2,CC,0.4973,0.1839,92.26,31.01,0.04,1.0073,0.3577,1.9446,0.2354,90.66,1.8452,Healthy
External,NASA_B0006,B0006,30,LiCoO2,CC,0.4824,0.1294,92.86,30.97,0.04,1.0073,0.2559,1.9769,0.2427,91.25,1.8572,Healthy
External,NASA_B0006,B0006,31,LiCoO2,CC,0.4742,0.0735,96.24,31.1,0.04,1.0075,0.147,1.9998,0.2208,94.57,1.9248,Healthy
External,NASA_B0006,B0006,32,LiCoO2,CC,0.4793,0.1051,94.11,31.31,0.04,1.0123,0.209,1.9884,0.2237,92.48,1.8822,Healthy
External,NASA_B0006,B0006,33,LiCoO2,CC,0.4822,0.1295,92.76,31.13,0.04,1.0073,0.256,1.9771,0.2322,91.15,1.8553,Healthy
External,NASA_B0006,B0006,34,LiCoO2,CC,0.4864,0.1501,91.96,30.83,0.04,1.007,0.2952,1.9657,0.2362,90.37,1.8393,Healthy
External,NASA_B0006,B0006,35,LiCoO2,CC,0.4893,0.1689,90.93,30.76,0.04,1.0066,0.3301,1.9543,0.2439,89.35,1.8185,Degraded
External,NASA_B0006,B0006,36,LiCoO2,CC,0.4913,0.1773,90.67,31.3,0.04,1.0071,0.3457,1.9491,0.2443,89.1,1.8135,Degraded
External,NASA_B0006,B0006,37,LiCoO2,CC,0.4942,0.1936,89.86,31.06,0.04,1.0074,0.3751,1.9374,0.2438,88.3,1.7971,Degraded
External,NASA_B0006,B0006,38,LiCoO2,CC,0.4946,0.2018,89.05,30.97,0.04,1.007,0.3898,1.9313,0.2467,87.5,1.781,Degraded
External,NASA_B0006,B0006,39,LiCoO2,CC,0.4956,0.2094,88.55,30.83,0.04,1.0068,0.4033,1.9254,0.2478,87.01,1.771,Degraded
External,NASA_B0006,B0006,40,LiCoO2,CC,0.4966,0.217,88.02,31.08,0.04,1.0073,0.4167,1.9199,0.2462,86.5,1.7605,Degraded
External,NASA_B0006,B0006,41,LiCoO2,CC,0.4996,0.2308,87.51,31.69,0.04,1.0078,0.4405,1.9087,0.2438,86.0,1.7503,Degraded
External,NASA_B0006,B0006,42,LiCoO2,CC,0.5002,0.2377,86.97,31.88,0.04,1.0071,0.4523,1.9028,0.2482,85.46,1.7395,Degraded
External,NASA_B0006,B0006,43,LiCoO2,CC,0.4997,0.2299,87.73,31.54,0.04,1.007,0.4389,1.9093,0.2573,86.21,1.7547,Degraded
External,NASA_B0006,B0006,44,LiCoO2,CC,0.4932,0.2027,88.3,31.42,0.04,1.0082,0.3914,1.9306,0.246,86.76,1.7659,Degraded
External,NASA_B0006,B0006,45,LiCoO2,CC,0.4977,0.2319,86.69,31.16,0.04,1.0072,0.4422,1.9071,0.2443,85.18,1.7338,Degraded
External,NASA_B0006,B0006,46,LiCoO2,CC,0.4993,0.2459,85.67,31.16,0.04,1.0068,0.4661,1.8954,0.2435,84.18,1.7133,Degraded
External,NASA_B0006,B0006,47,LiCoO2,CC,0.5002,0.2528,85.12,31.21,0.04,1.0076,0.4777,1.8893,0.2446,83.64,1.7024,Degraded
External,NASA_B0006,B0006,48,LiCoO2,CC,0.4752,0.1193,91.19,33.61,0.04,1.0074,0.2365,1.9819,0.231,89.6,1.8237,Degraded
External,NASA_B0006,B0006,49,LiCoO2,CC,0.4829,0.1514,90.41,32.86,0.04,1.0071,0.2976,1.9653,0.2418,88.84,1.8081,Degraded
External,NASA_B0006,B0006,50,LiCoO2,CC,0.4871,0.1792,88.79,32.21,0.04,1.0068,0.349,1.9471,0.2452,87.25,1.7758,Degraded
External,NASA_B0006,B0006,51,LiCoO2,CC,0.4929,0.2111,87.24,31.97,0.04,1.0072,0.4062,1.9242,0.2486,85.72,1.7447,Degraded
External,NASA_B0006,B0006,52,LiCoO2,CC,0.4952,0.2257,86.46,31.74,0.04,1.007,0.4318,1.9125,0.2425,84.96,1.7292,Degraded
External,NASA_B0006,B0006,53,LiCoO2,CC,0.4988,0.2463,85.41,31.88,0.04,1.0072,0.4667,1.895,0.2431,83.92,1.7081,Degraded
External,NASA_B0006,B0006,54,LiCoO2,CC,0.5014,0.2592,84.88,32.24,0.04,1.0073,0.4882,1.8837,0.2454,83.41,1.6976,Degraded
External,NASA_B0006,B0006,55,LiCoO2,CC,0.5033,0.2719,84.1,32.07,0.04,1.0075,0.5089,1.8717,0.2439,82.64,1.6821,Degraded
External,NASA_B0006,B0006,56,LiCoO2,CC,0.5041,0.2783,83.57,32.03,0.04,1.0082,0.5191,1.8655,0.2449,82.12,1.6715,Degraded
External,NASA_B0006,B0006,57,LiCoO2,CC,0.5044,0.2847,83.04,31.98,0.04,1.007,0.5293,1.8593,0.2489,81.6,1.6608,Degraded
External,NASA_B0006,B0006,58,LiCoO2,CC,0.5067,0.2963,82.56,32.24,0.04,1.0071,0.5476,1.8482,0.2515,81.12,1.6511,Degraded
External,NASA_B0006,B0006,59,LiCoO2,CC,0.5075,0.3026,82.01,32.56,0.04,1.0085,0.5572,1.8416,0.2474,80.58,1.6401,Degraded
External,NASA_B0006,B0006,60,LiCoO2,CC,0.5093,0.3139,81.46,32.49,0.04,1.0077,0.5744,1.8298,0.2478,80.05,1.6292,Degraded
External,NASA_B0006,B0006,61,LiCoO2,CC,0.5115,0.3258,80.44,32.43,0.04,1.0132,0.5921,1.8171,0.2423,79.05,1.6088,End_of_Life
External,NASA_B0006,B0006,62,LiCoO2,CC,0.5113,0.3313,80.18,32.3,0.04,1.0071,0.6001,1.8112,0.2504,78.78,1.6035,End_of_Life
External,NASA_B0006,B0006,63,LiCoO2,CC,0.5119,0.3317,79.95,32.61,0.04,1.0124,0.6009,1.8113,0.2488,78.56,1.599,End_of_Life
External,NASA_B0006,B0006,64,LiCoO2,CC,0.5111,0.3378,79.38,32.26,0.04,1.0067,0.6093,1.8038,0.2487,78.0,1.5876,End_of_Life
External,NASA_B0006,B0006,65,LiCoO2,CC,0.5123,0.3431,79.15,32.47,0.04,1.0074,0.6171,1.7982,0.2466,77.77,1.583,End_of_Life
External,NASA_B0006,B0006,66,LiCoO2,CC,0.5136,0.3542,78.36,32.4,0.04,1.007,0.6325,1.7858,0.2485,77.0,1.5671,End_of_Life
External,NASA_B0006,B0006,67,LiCoO2,CC,0.5133,0.3548,78.07,32.31,0.04,1.0082,0.6334,1.7851,0.2488,76.71,1.5613,End_of_Life
External,NASA_B0006,B0006,68,LiCoO2,CC,0.5135,0.3606,77.56,32.35,0.04,1.0072,0.6414,1.7786,0.2453,76.21,1.5512,End_of_Life
External,NASA_B0006,B0006,69,LiCoO2,CC,0.5139,0.3658,77.03,32.47,0.04,1.0081,0.6486,1.7728,0.2493,75.7,1.5407,End_of_Life
External,NASA_B0006,B0006,70,LiCoO2,CC,0.5159,0.3767,76.27,32.52,0.04,1.0112,0.6632,1.7602,0.2488,74.94,1.5253,End_of_Life
External,NASA_B0006,B0006,71,LiCoO2,CC,0.5145,0.3723,76.51,32.52,0.04,1.0078,0.6572,1.7653,0.2448,75.18,1.5302,End_of_Life
External,NASA_B0006,B0006,72,LiCoO2,CC,0.5154,0.3774,76.23,32.54,0.04,1.0077,0.6642,1.7594,0.2475,74.91,1.5247,End_of_Life
External,NASA_B0006,B0006,73,LiCoO2,CC,0.5157,0.3831,75.73,32.56,0.04,1.0071,0.6717,1.7527,0.2406,74.41,1.5145,End_of_Life
External,NASA_B0006,B0006,74,LiCoO2,CC,0.5154,0.384,75.47,32.59,0.04,1.0076,0.6726,1.7517,0.2432,74.16,1.5094,End_of_Life
External,NASA_B0006,B0006,75,LiCoO2,CC,0.5149,0.3845,75.2,32.57,0.04,1.0075,0.6734,1.7511,0.2456,73.89,1.504,End_of_Life
External,NASA_B0006,B0006,76,LiCoO2,CC,0.5167,0.3947,74.68,32.54,0.04,1.0079,0.6865,1.7389,0.2416,73.38,1.4935,End_of_Life
External,NASA_B0006,B0006,77,LiCoO2,CC,0.5161,0.3948,74.38,32.66,0.04,1.0085,0.6864,1.7386,0.2473,73.09,1.4876,End_of_Life
External,NASA_B0006,B0006,78,LiCoO2,CC,0.5087,0.3531,76.51,33.18,0.04,1.0076,0.6311,1.7871,0.2507,75.19,1.5303,End_of_Life
External,NASA_B0006,B0006,79,LiCoO2,CC,0.512,0.3755,75.2,32.71,0.04,1.0067,0.6615,1.7613,0.2438,73.9,1.5041,End_of_Life
External,NASA_B0006,B0006,80,LiCoO2,CC,0.5119,0.3814,74.44,32.54,0.04,1.0072,0.6692,1.7546,0.2487,73.15,1.4888,End_of_Life
External,NASA_B0006,B0006,81,LiCoO2,CC,0.5154,0.3969,73.91,32.67,0.04,1.0076,0.6893,1.7365,0.2398,72.63,1.4783,End_of_Life
External,NASA_B0006,B0006,82,LiCoO2,CC,0.5155,0.3967,73.92,33.16,0.04,1.0082,0.6891,1.7372,0.2413,72.64,1.4785,End_of_Life
External,NASA_B0006,B0006,83,LiCoO2,CC,0.5148,0.3974,73.66,33.41,0.04,1.0071,0.6899,1.7358,0.2404,72.38,1.4732,End_of_Life
External,NASA_B0006,B0006,84,LiCoO2,CC,0.5157,0.4026,73.38,33.35,0.04,1.0073,0.6964,1.7298,0.2435,72.1,1.4675,End_of_Life
External,NASA_B0006,B0006,85,LiCoO2,CC,0.5142,0.404,72.58,33.14,0.04,1.0075,0.6981,1.7279,0.2451,71.32,1.4516,End_of_Life
External,NASA_B0006,B0006,86,LiCoO2,CC,0.5144,0.4047,72.6,32.92,0.04,1.0076,0.699,1.7269,0.2445,71.34,1.4519,End_of_Life
External,NASA_B0006,B0006,87,LiCoO2,CC,0.5154,0.4097,72.36,33.2,0.04,1.0079,0.7053,1.7212,0.2387,71.1,1.4471,End_of_Life
External,NASA_B0006,B0006,88,LiCoO2,CC,0.5154,0.4097,72.34,33.53,0.04,1.0083,0.7052,1.7212,0.2416,71.09,1.4469,End_of_Life
External,NASA_B0006,B0006,89,LiCoO2,CC,0.5152,0.4106,72.08,33.58,0.04,1.0091,0.7063,1.7201,0.2394,70.83,1.4417,End_of_Life
External,NASA_B0006,B0006,90,LiCoO2,CC,0.5073,0.3223,79.68,33.22,0.04,1.0072,0.587,1.821,0.2499,78.3,1.5936,End_of_Life
External,NASA_B0006,B0006,91,LiCoO2,CC,0.5016,0.3222,77.32,33.37,0.04,1.0082,0.5868,1.8214,0.2429,75.98,1.5464,End_of_Life
External,NASA_B0006,B0006,92,LiCoO2,CC,0.506,0.3507,75.74,33.43,0.04,1.0073,0.6278,1.79,0.2424,74.42,1.5147,End_of_Life
External,NASA_B0006,B0006,93,LiCoO2,CC,0.5074,0.3621,74.95,33.29,0.04,1.0072,0.6434,1.7769,0.2445,73.65,1.499,End_of_Life
External,NASA_B0006,B0006,94,LiCoO2,CC,0.5089,0.3734,74.16,33.14,0.04,1.0076,0.6587,1.764,0.2411,72.87,1.4831,End_of_Life
External,NASA_B0006,B0006,95,LiCoO2,CC,0.5095,0.3794,73.65,33.11,0.04,1.0079,0.6667,1.7572,0.2443,72.37,1.473,End_of_Life
External,NASA_B0006,B0006,96,LiCoO2,CC,0.5099,0.3852,73.14,33.19,0.04,1.0077,0.6743,1.7503,0.2415,71.87,1.4628,End_of_Life
External,NASA_B0006,B0006,97,LiCoO2,CC,0.5104,0.3906,72.59,33.26,0.04,1.0089,0.6812,1.744,0.2446,71.33,1.4518,End_of_Life
External,NASA_B0006,B0006,98,LiCoO2,CC,0.5118,0.3965,72.34,33.3,0.04,1.0099,0.6887,1.7369,0.2437,71.09,1.4469,End_of_Life
External,NASA_B0006,B0006,99,LiCoO2,CC,0.5113,0.3972,72.07,33.32,0.04,1.0099,0.6897,1.736,0.2425,70.82,1.4414,End_of_Life
External,NASA_B0006,B0006,100,LiCoO2,CC,0.5112,0.4025,71.56,33.39,0.04,1.0076,0.6963,1.7297,0.2443,70.32,1.4312,End_of_Life
External,NASA_B0006,B0006,101,LiCoO2,CC,0.5106,0.4032,71.3,33.42,0.04,1.007,0.697,1.7288,0.2453,70.06,1.426,End_of_Life
External,NASA_B0006,B0006,102,LiCoO2,CC,0.5118,0.4092,71.02,33.4,0.04,1.0075,0.7046,1.7217,0.2404,69.79,1.4205,End_of_Life
External,NASA_B0006,B0006,103,LiCoO2,CC,0.5116,0.4084,71.04,33.74,0.04,1.0076,0.7037,1.7228,0.2407,69.8,1.4207,End_of_Life
External,NASA_B0006,B0006,104,LiCoO2,CC,0.5094,0.3867,72.61,34.09,0.04,1.009,0.6766,1.7488,0.2395,71.35,1.4523,End_of_Life
External,NASA_B0006,B0006,105,LiCoO2,CC,0.51,0.3986,71.58,34.0,0.04,1.0076,0.6914,1.7345,0.2392,70.34,1.4316,End_of_Life
External,NASA_B0006,B0006,106,LiCoO2,CC,0.5097,0.4046,70.75,33.91,0.04,1.007,0.6989,1.7272,0.2448,69.52,1.415,End_of_Life
External,NASA_B0006,B0006,107,LiCoO2,CC,0.5093,0.4015,70.49,33.71,0.04,1.0131,0.6951,1.7306,0.2408,69.26,1.4097,End_of_Life
External,NASA_B0006,B0006,108,LiCoO2,CC,0.5119,0.4157,70.25,33.75,0.04,1.0077,0.7126,1.7142,0.2399,69.03,1.4049,End_of_Life
External,NASA_B0006,B0006,109,LiCoO2,CC,0.5123,0.4217,69.76,34.02,0.04,1.0072,0.7197,1.7068,0.2367,68.55,1.3952,End_of_Life
External,NASA_B0006,B0006,110,LiCoO2,CC,0.5124,0.4218,69.73,34.18,0.04,1.0077,0.7197,1.7064,0.239,68.52,1.3945,End_of_Life
External,NASA_B0006,B0006,111,LiCoO2,CC,0.5129,0.4226,69.47,33.98,0.04,1.0125,0.7207,1.7053,0.2422,68.26,1.3893,End_of_Life
External,NASA_B0006,B0006,112,LiCoO2,CC,0.5126,0.4232,69.19,33.84,0.04,1.0135,0.7214,1.7046,0.2422,67.99,1.3838,End_of_Life
External,NASA_B0006,B0006,113,LiCoO2,CC,0.5117,0.4285,68.68,34.1,0.04,1.0074,0.7279,1.6986,0.2444,67.49,1.3737,End_of_Life
External,NASA_B0006,B0006,114,LiCoO2,CC,0.5124,0.4284,68.93,34.35,0.04,1.0076,0.7276,1.6982,0.2418,67.73,1.3786,End_of_Life
External,NASA_B0006,B0006,115,LiCoO2,CC,0.512,0.4293,68.69,34.22,0.04,1.0076,0.7286,1.6971,0.2422,67.5,1.3738,End_of_Life
External,NASA_B0006,B0006,116,LiCoO2,CC,0.5118,0.4303,68.41,34.04,0.04,1.0081,0.7299,1.696,0.2432,67.23,1.3683,End_of_Life
External,NASA_B0006,B0006,117,LiCoO2,CC,0.5112,0.431,68.17,33.89,0.04,1.0075,0.7307,1.6953,0.2434,66.98,1.3633,End_of_Life
External,NASA_B0006,B0006,118,LiCoO2,CC,0.5121,0.4361,67.9,34.12,0.04,1.0074,0.7366,1.6891,0.2391,66.73,1.3581,End_of_Life
External,NASA_B0006,B0006,119,LiCoO2,CC,0.5115,0.4361,67.66,34.49,0.04,1.0075,0.7367,1.6893,0.2428,66.49,1.3533,End_of_Life
External,NASA_B0006,B0006,120,LiCoO2,CC,0.5101,0.4188,69.21,34.24,0.04,1.0074,0.7163,1.7102,0.2372,68.01,1.3842,End_of_Life
External,NASA_B0006,B0006,121,LiCoO2,CC,0.5085,0.4024,70.26,34.41,0.04,1.0109,0.6963,1.7303,0.2414,69.04,1.4051,End_of_Life
External,NASA_B0006,B0006,122,LiCoO2,CC,0.5081,0.4145,68.94,34.16,0.04,1.007,0.711,1.7153,0.2441,67.74,1.3787,End_of_Life
External,NASA_B0006,B0006,123,LiCoO2,CC,0.5102,0.4258,68.41,33.88,0.04,1.0071,0.7245,1.7014,0.2415,67.23,1.3683,End_of_Life
External,NASA_B0006,B0006,124,LiCoO2,CC,0.5091,0.4265,67.87,33.84,0.04,1.0071,0.7254,1.7005,0.246,66.69,1.3573,End_of_Life
External,NASA_B0006,B0006,125,LiCoO2,CC,0.5115,0.4369,67.62,33.82,0.04,1.007,0.7373,1.6874,0.2426,66.45,1.3525,End_of_Life
External,NASA_B0006,B0006,126,LiCoO2,CC,0.51,0.4335,67.37,33.81,0.04,1.0074,0.7335,1.692,0.2439,66.2,1.3474,End_of_Life
External,NASA_B0006,B0006,127,LiCoO2,CC,0.5102,0.4388,66.85,33.8,0.04,1.0071,0.7395,1.6853,0.2453,65.69,1.337,End_of_Life
External,NASA_B0006,B0006,128,LiCoO2,CC,0.5111,0.4439,66.56,33.7,0.04,1.0073,0.7454,1.6788,0.2458,65.41,1.3312,End_of_Life
External,NASA_B0006,B0006,129,LiCoO2,CC,0.5121,0.4501,66.3,33.64,0.04,1.0067,0.7522,1.6712,0.2431,65.15,1.3259,End_of_Life
External,NASA_B0006,B0006,130,LiCoO2,CC,0.5103,0.4457,66.08,33.69,0.04,1.007,0.7474,1.6769,0.2473,64.93,1.3216,End_of_Life
External,NASA_B0006,B0006,131,LiCoO2,CC,0.5118,0.451,66.06,33.71,0.04,1.0069,0.7533,1.6702,0.2442,64.91,1.3212,End_of_Life
External,NASA_B0006,B0006,132,LiCoO2,CC,0.5127,0.4562,65.78,33.65,0.04,1.0069,0.759,1.6635,0.2434,64.64,1.3156,End_of_Life
External,NASA_B0006,B0006,133,LiCoO2,CC,0.5131,0.4553,66.05,33.98,0.04,1.0073,0.7579,1.6646,0.241,64.9,1.3209,End_of_Life
External,NASA_B0006,B0006,134,LiCoO2,CC,0.5099,0.4335,67.37,33.82,0.04,1.0069,0.7334,1.6918,0.2446,66.2,1.3474,End_of_Life
External,NASA_B0006,B0006,135,LiCoO2,CC,0.5121,0.4501,66.3,33.61,0.04,1.0067,0.7523,1.6712,0.2419,65.15,1.326,End_of_Life
External,NASA_B0006,B0006,136,LiCoO2,CC,0.512,0.4563,65.51,33.47,0.04,1.007,0.759,1.6633,0.2457,64.37,1.3101,End_of_Life
External,NASA_B0006,B0006,137,LiCoO2,CC,0.5133,0.4623,65.26,33.21,0.04,1.0071,0.7655,1.6559,0.2437,64.13,1.3052,End_of_Life
External,NASA_B0006,B0006,138,LiCoO2,CC,0.5126,0.4622,65.02,33.58,0.04,1.007,0.7655,1.6561,0.2482,63.89,1.3004,End_of_Life
External,NASA_B0006,B0006,139,LiCoO2,CC,0.5142,0.4674,65.01,33.76,0.04,1.0074,0.771,1.6494,0.2452,63.88,1.3002,End_of_Life
External,NASA_B0006,B0006,140,LiCoO2,CC,0.5132,0.4683,64.48,33.57,0.04,1.0074,0.7719,1.6481,0.2493,63.36,1.2895,End_of_Life
External,NASA_B0006,B0006,141,LiCoO2,CC,0.5136,0.4743,63.96,33.27,0.04,1.007,0.7781,1.6403,0.2482,62.85,1.2793,End_of_Life
External,NASA_B0006,B0006,142,LiCoO2,CC,0.5153,0.4796,63.96,33.13,0.04,1.0074,0.7837,1.6339,0.2466,62.85,1.2792,End_of_Life
External,NASA_B0006,B0006,143,LiCoO2,CC,0.5146,0.4797,63.7,33.44,0.04,1.0073,0.7838,1.6341,0.2476,62.6,1.274,End_of_Life
External,NASA_B0006,B0006,144,LiCoO2,CC,0.515,0.4807,63.71,33.48,0.04,1.0075,0.7849,1.6325,0.2474,62.6,1.2741,End_of_Life
External,NASA_B0006,B0006,145,LiCoO2,CC,0.5168,0.491,63.19,33.22,0.04,1.0075,0.7951,1.6193,0.2481,62.09,1.2638,End_of_Life
External,NASA_B0006,B0006,146,LiCoO2,CC,0.5164,0.4921,62.91,32.99,0.04,1.0076,0.7962,1.6179,0.2474,61.81,1.2581,End_of_Life
External,NASA_B0006,B0006,147,LiCoO2,CC,0.5158,0.4918,62.66,32.97,0.04,1.0079,0.7959,1.6181,0.2532,61.58,1.2533,End_of_Life
External,NASA_B0006,B0006,148,LiCoO2,CC,0.5157,0.492,62.66,33.31,0.04,1.0071,0.7962,1.6182,0.2526,61.57,1.2532,End_of_Life
External,NASA_B0006,B0006,149,LiCoO2,CC,0.5171,0.4981,62.4,33.23,0.04,1.0082,0.8023,1.6104,0.2491,61.32,1.2481,End_of_Life
External,NASA_B0006,B0006,150,LiCoO2,CC,0.5173,0.4971,62.67,33.12,0.04,1.0075,0.8011,1.6116,0.245,61.58,1.2534,End_of_Life
External,NASA_B0006,B0006,151,LiCoO2,CC,0.5151,0.4734,64.49,33.78,0.04,1.0091,0.7774,1.642,0.2467,63.37,1.2898,End_of_Life
External,NASA_B0006,B0006,152,LiCoO2,CC,0.5166,0.4909,63.18,33.81,0.04,1.0071,0.7951,1.6195,0.2481,62.08,1.2635,End_of_Life
External,NASA_B0006,B0006,153,LiCoO2,CC,0.518,0.5021,62.4,33.64,0.04,1.0069,0.806,1.6049,0.2481,61.32,1.248,End_of_Life
External,NASA_B0006,B0006,154,LiCoO2,CC,0.5193,0.5126,61.61,33.58,0.04,1.0075,0.8159,1.5917,0.2513,60.54,1.2321,End_of_Life
External,NASA_B0006,B0006,155,LiCoO2,CC,0.519,0.5138,61.36,33.56,0.04,1.0075,0.817,1.5901,0.2554,60.29,1.2271,End_of_Life
External,NASA_B0006,B0006,156,LiCoO2,CC,0.5214,0.524,61.09,33.51,0.04,1.0074,0.8263,1.5768,0.2522,60.03,1.2217,End_of_Life
External,NASA_B0006,B0006,157,LiCoO2,CC,0.5205,0.5251,60.56,33.54,0.04,1.0078,0.8273,1.5753,0.2554,59.5,1.2111,End_of_Life
External,NASA_B0006,B0006,158,LiCoO2,CC,0.5213,0.5302,60.28,33.5,0.04,1.0074,0.8317,1.5685,0.257,59.23,1.2056,End_of_Life
External,NASA_B0006,B0006,159,LiCoO2,CC,0.521,0.5314,60.04,33.52,0.04,1.0073,0.8329,1.5672,0.2582,59.0,1.2009,End_of_Life
External,NASA_B0006,B0006,160,LiCoO2,CC,0.5228,0.5418,59.53,33.53,0.04,1.0074,0.8419,1.5538,0.2562,58.5,1.1906,End_of_Life
External,NASA_B0006,B0006,161,LiCoO2,CC,0.5224,0.5428,59.26,33.57,0.04,1.007,0.8427,1.5522,0.2563,58.23,1.1852,End_of_Life
External,NASA_B0006,B0006,162,LiCoO2,CC,0.5233,0.5481,58.98,33.6,0.04,1.007,0.847,1.5453,0.2568,57.96,1.1797,End_of_Life
External,NASA_B0006,B0006,163,LiCoO2,CC,0.5244,0.5532,58.73,33.54,0.04,1.0083,0.8514,1.5387,0.2599,57.71,1.1746,End_of_Life
External,NASA_B0006,B0006,164,LiCoO2,CC,0.5271,0.5699,57.69,33.47,0.04,1.0096,0.8647,1.517,0.2568,56.69,1.1538,End_of_Life
External,NASA_B0006,B0006,165,LiCoO2,CC,0.5264,0.5646,58.22,33.58,0.04,1.0073,0.8604,1.5239,0.2579,57.21,1.1644,End_of_Life
External,NASA_B0006,B0006,166,LiCoO2,CC,0.5259,0.5647,57.94,33.66,0.04,1.0081,0.8604,1.5238,0.2637,56.93,1.1588,End_of_Life
External,NASA_B0006,B0006,167,LiCoO2,CC,0.5242,0.553,58.75,33.73,0.04,1.0069,0.8512,1.5391,0.2529,57.73,1.175,End_of_Life
External,NASA_B0006,B0006,168,LiCoO2,CC,0.5249,0.5506,59.28,33.89,0.04,1.0074,0.8496,1.5427,0.2619,58.25,1.1857,End_of_Life
