Source,Current_Mode,Dataset,ID,Sequence,Q_discharge_Ah,Q_nominal_Ah,SoH_%,DoD_%,CapFade_%,dSoH_per_cycle,EFC,Health_Label,C_rate_mean,C_rate_peak,T_avg_C,T_stress_norm,KI,KI_Source,RPA_ms2,CVI,RBF,DCSS,DCSS_Source,DCSS_Band,FSI,FSI_Source,FSI_Severity,Drive_Profile_Label,Fleet_DCSS_Equivalent,Profile_Rationale,Degradation_Driver,Expected_dSoH_from_FSI,Trip_ID,Distance_km,Drive_Time_min
Lab,Constant Current (CC),NASA,B0005,135,1.7627,2.0,88.13,88.13,11.87,-0.25,118.98,Degraded,0.958,1.011,31.76,0.5293,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4538,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,139,1.7517,2.0,87.59,87.59,12.41,-0.54,121.75,Degraded,0.958,1.008,31.42,0.5237,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4507,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,143,1.7418,2.0,87.09,87.09,12.91,-0.5,124.54,Degraded,0.957,1.008,31.33,0.5222,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4491,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,147,1.7361,2.0,86.8,86.8,13.2,-0.29,127.6,Degraded,0.957,1.009,31.36,0.5227,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4485,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,149,1.7936,2.0,89.68,89.68,10.32,2.88,133.62,Degraded,0.969,1.008,34.31,0.5718,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.468,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,153,1.7832,2.0,89.16,89.16,10.84,-0.52,136.41,Degraded,0.964,1.008,33.44,0.5573,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.463,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,157,1.7674,2.0,88.37,88.37,11.63,-0.79,138.74,Degraded,0.963,1.011,32.67,0.5445,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4582,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,161,1.757,2.0,87.85,87.85,12.15,-0.52,141.44,Degraded,0.963,1.008,32.28,0.538,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.455,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,165,1.7469,2.0,87.34,87.34,12.66,-0.51,144.11,Degraded,0.96,1.009,32.01,0.5335,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4526,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,169,1.7417,2.0,87.09,87.09,12.91,-0.25,147.18,Degraded,0.96,1.008,32.06,0.5343,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4521,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,173,1.7364,2.0,86.82,86.82,13.18,-0.27,150.2,Degraded,0.957,1.01,32.44,0.5407,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4532,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,177,1.7263,2.0,86.32,86.32,13.68,-0.5,152.79,Degraded,0.954,1.009,32.17,0.5362,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4507,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,181,1.7158,2.0,85.79,85.79,14.21,-0.53,155.28,Degraded,0.951,1.008,32.06,0.5343,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4489,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,185,1.7105,2.0,85.53,85.53,14.47,-0.26,158.23,Degraded,0.951,1.009,31.98,0.533,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4479,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,189,1.706,2.0,85.3,85.3,14.7,-0.23,161.22,Degraded,0.948,1.008,32.22,0.537,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4483,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,193,1.7003,2.0,85.02,85.02,14.98,-0.28,164.09,Degraded,0.948,1.01,32.56,0.5427,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4492,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,197,1.6946,2.0,84.73,84.73,15.27,-0.29,166.92,Degraded,0.945,1.008,32.4,0.54,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4476,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,201,1.6849,2.0,84.25,84.25,15.75,-0.48,169.34,Degraded,0.945,1.013,32.29,0.5382,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4465,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,205,1.6745,2.0,83.72,83.72,16.28,-0.53,171.63,Degraded,0.939,1.009,32.14,0.5357,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4441,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,209,1.6746,2.0,83.73,83.73,16.27,0.01,175.0,Degraded,0.942,1.011,32.38,0.5397,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4454,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,213,1.6637,2.0,83.19,83.19,16.81,-0.54,177.19,Degraded,0.938,1.008,32.31,0.5385,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4434,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,215,1.659,2.0,82.95,82.95,17.05,-0.24,178.34,Degraded,0.935,1.008,32.57,0.5428,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4439,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,219,1.6539,2.0,82.69,82.69,17.31,-0.26,181.09,Degraded,0.935,1.01,32.47,0.5412,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.443,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,223,1.6427,2.0,82.13,82.13,17.87,-0.56,183.15,Degraded,0.932,1.009,32.35,0.5392,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.441,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,227,1.6379,2.0,81.89,81.89,18.11,-0.24,185.89,Degraded,0.932,1.008,32.37,0.5395,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4404,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,231,1.6327,2.0,81.64,81.64,18.36,-0.25,188.59,Degraded,0.929,1.01,32.46,0.541,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4403,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,235,1.6278,2.0,81.39,81.39,18.61,-0.25,191.27,Degraded,0.929,1.009,32.5,0.5417,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4398,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,239,1.6221,2.0,81.11,81.11,18.89,-0.28,193.85,Degraded,0.928,1.008,32.5,0.5417,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.439,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,243,1.6113,2.0,80.57,80.57,19.43,-0.54,195.79,Degraded,0.922,1.009,32.47,0.5412,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4376,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,247,1.6066,2.0,80.33,80.33,19.67,-0.24,198.42,Degraded,0.922,1.01,32.5,0.5417,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4373,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,251,1.6015,2.0,80.08,80.08,19.92,-0.25,201.0,Degraded,0.922,1.008,32.51,0.5418,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4365,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,255,1.5904,2.0,79.52,79.52,20.48,-0.56,202.78,End_of_Life,0.919,1.009,32.46,0.541,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4349,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,259,1.5858,2.0,79.29,79.29,20.71,-0.23,205.36,End_of_Life,0.916,1.009,32.45,0.5408,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4343,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,263,1.5849,2.0,79.25,79.25,20.75,-0.04,208.43,End_of_Life,0.916,1.008,32.33,0.5388,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4336,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,265,1.5955,2.0,79.78,79.78,20.22,0.53,211.42,End_of_Life,0.922,1.008,32.84,0.5473,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4371,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,269,1.5747,2.0,78.74,78.74,21.26,-1.04,211.81,End_of_Life,0.915,1.008,32.32,0.5387,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4323,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,273,1.5649,2.0,78.25,78.25,21.75,-0.49,213.62,End_of_Life,0.912,1.009,32.06,0.5343,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4301,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,277,1.5598,2.0,77.99,77.99,22.01,-0.26,216.03,End_of_Life,0.909,1.009,32.22,0.537,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4301,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,281,1.5595,2.0,77.97,77.97,22.03,-0.02,219.1,End_of_Life,0.909,1.008,32.71,0.5452,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4321,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,285,1.5547,2.0,77.73,77.73,22.27,-0.24,221.53,End_of_Life,0.909,1.01,32.95,0.5492,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4326,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,289,1.5489,2.0,77.44,77.44,22.56,-0.29,223.8,End_of_Life,0.906,1.013,32.86,0.5477,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4318,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,293,1.5382,2.0,76.91,76.91,23.09,-0.53,225.35,End_of_Life,0.905,1.009,32.63,0.5438,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4291,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
